SMPLNO,TMBDIV,ORDSEQ,MTCHECK,SUJI,SMPLLENGTH,EXNAME,CLEANYN,DIVTYPE,ISDONE
CUZ259,T,3,X1,NULL,1160,CGL_GG_ZF,N,WCD,F
