SMPLNO,TMBDIV,ORDSEQ,MTCHECK,SUJI,SMPLLENGTH,EXNAME,CLEANYN,DIVTYPE,ISDONE
CUZ510,T,4,X1,NULL,1184,CGL_GG_ZF,N,WCD,F
